sku_ref_id,geographic_hub,weave_category,jacquard_capacity,zari_configuration,warp_denier,weft_denier,zari_wire_denier,warp_net_weight_g,weft_net_weight_g,zari_net_weight_g,bobbin_waste_weight_g,total_saree_weight_g,yarn_raw_cost_inr,zari_raw_cost_inr,labor_surcharge_inr,total_mfg_cost_inr,mrp_inr,selling_price_inr,min_floor_price_inr,weight_category_profile
SKU-0394,Uppada,South Jamdani Translucent,1024 Hooks,1Gram Gold Zari,17/19 D,21/23 D,45 Denier,35,49,220,14,318,494,3135,3277,6906,24171,16919,9323,Lightweight Dress Silk
SKU-0395,Uppada,South Jamdani Translucent,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,494,2066,3277,5837,20429,14300,7879,Lightweight Dress Silk
SKU-0396,Uppada,South Jamdani Translucent,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,494,3249,3106,6849,23971,16780,9246,Standard Mid-Weight Saree
SKU-0397,Uppada,South Jamdani Translucent,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,494,6469,3021,9984,34944,24460,13478,Standard Mid-Weight Saree
SKU-0398,Uppada,South Jamdani Translucent,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,494,2778,3021,6293,22025,15417,8495,Standard Mid-Weight Saree
SKU-0399,Uppada,South Jamdani Translucent,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,494,3662,3049,7205,25217,17652,9726,Heavy Bridal Brocade
SKU-0400,Uppada,South Jamdani Translucent,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,494,21460,3049,25003,87510,61257,33754,Heavy Bridal Brocade
SKU-0401,Uppada,South Jamdani Translucent,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,494,12782,3106,16382,57337,40135,22115,Ultra-Heavy Royal Heritage Pattu
SKU-0402,Uppada,South Jamdani Translucent,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,494,8436,3106,12036,42126,29488,16248,Ultra-Heavy Royal Heritage Pattu
SKU-0403,Uppada,South Jamdani Translucent,5400 Hooks,3G Gold Zari,22/24 D,28/30 D,40 Denier,45,64,385,45,1051,494,5486,3106,9086,31801,22260,12266,Ultra-Heavy Royal Heritage Pattu
SKU-0404,Uppada,South Jamdani Translucent,640 Hooks,2G Gold Zari,16/18 D,20/22 D,45 Denier,33,47,79,9,209,494,1125,3334,4953,17335,12134,6686,Lightweight Dress Silk
SKU-0405,Varanasi,North Indian Katan,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,500,2175,3240,5915,20702,14491,7985,Lightweight Dress Silk
SKU-0406,Varanasi,North Indian Katan,1534 Hooks,1Gram Gold Zari,18/20 D,22/24 D,50 Denier,37,51,346,20,454,500,5190,3030,8720,30520,21364,11772,Standard Mid-Weight Saree
SKU-0407,Varanasi,North Indian Katan,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,500,2220,3030,5750,20125,14087,7762,Standard Mid-Weight Saree
SKU-0408,Varanasi,North Indian Katan,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,500,6810,3570,10880,38080,26656,14688,Standard Mid-Weight Saree
SKU-0409,Varanasi,North Indian Katan,2400 Hooks,2G Gold Zari,19/21 D,23/25 D,60 Denier,39,53,299,25,571,500,4485,3570,8555,29942,20959,11549,Standard Mid-Weight Saree
SKU-0410,Varanasi,North Indian Katan,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,500,2925,3570,6995,24482,17137,9443,Standard Mid-Weight Saree
SKU-0411,Varanasi,North Indian Katan,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,500,8970,3180,12650,44275,30992,17077,Heavy Bridal Brocade
SKU-0412,Varanasi,North Indian Katan,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,500,5910,3180,9590,33565,23495,12946,Heavy Bridal Brocade
SKU-0413,Varanasi,North Indian Katan,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,500,3855,3180,7535,26372,18460,10172,Heavy Bridal Brocade
SKU-0414,Varanasi,North Indian Katan,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,500,13455,3420,17375,60812,42568,23456,Ultra-Heavy Royal Heritage Pattu
SKU-0415,Varanasi,North Indian Katan,5400 Hooks,3G Gold Zari,22/24 D,28/30 D,40 Denier,45,64,385,45,1051,500,5775,3420,9695,33932,23752,13088,Ultra-Heavy Royal Heritage Pattu
SKU-0416,Varanasi,North Indian Katan,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,500,33900,3420,37820,132370,92659,51057,Ultra-Heavy Royal Heritage Pattu
SKU-0417,Varanasi,North Indian Katan,640 Hooks,2G Gold Zari,16/18 D,20/22 D,45 Denier,33,47,79,9,209,500,1185,3479,5164,18074,12651,6971,Lightweight Dress Silk
SKU-0418,Varanasi,North Silk-Cotton Mix,1024 Hooks,1Gram Gold Zari,17/19 D,21/23 D,45 Denier,35,49,220,14,318,545,3300,3000,6845,23957,16770,9240,Lightweight Dress Silk
SKU-0419,Varanasi,North Silk-Cotton Mix,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,545,2175,3000,5720,20020,14014,7722,Lightweight Dress Silk
SKU-0420,Varanasi,North Silk-Cotton Mix,1024 Hooks,5G Gold Zari,17/19 D,21/23 D,60 Denier,35,49,554,14,318,545,8310,3000,11855,41492,29044,16004,Lightweight Dress Silk
SKU-0421,Varanasi,North Silk-Cotton Mix,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,545,3420,3360,7325,25637,17946,9888,Standard Mid-Weight Saree
SKU-0422,Varanasi,North Silk-Cotton Mix,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,545,2220,3360,6125,21437,15006,8268,Standard Mid-Weight Saree
SKU-0423,Varanasi,North Silk-Cotton Mix,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,545,6810,3150,10505,36767,25737,14181,Standard Mid-Weight Saree
SKU-0424,Varanasi,North Silk-Cotton Mix,2400 Hooks,2G Gold Zari,19/21 D,23/25 D,60 Denier,39,53,299,25,571,545,4485,3150,8180,28630,20041,11043,Standard Mid-Weight Saree
SKU-0425,Varanasi,North Silk-Cotton Mix,2400 Hooks,3G Gold Zari,19/21 D,23/25 D,65 Denier,39,53,195,25,571,545,2925,3150,6620,23170,16219,8937,Standard Mid-Weight Saree
SKU-0426,Varanasi,North Silk-Cotton Mix,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,545,17160,3150,20855,72992,51094,28154,Standard Mid-Weight Saree
SKU-0427,Varanasi,North Silk-Cotton Mix,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,545,5910,3030,9485,33197,23238,12804,Heavy Bridal Brocade
SKU-0428,Varanasi,North Silk-Cotton Mix,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,545,3855,3030,7430,26005,18203,10030,Heavy Bridal Brocade
SKU-0429,Varanasi,North Silk-Cotton Mix,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,545,22590,3030,26165,91577,64104,35322,Heavy Bridal Brocade
SKU-0430,Varanasi,North Silk-Cotton Mix,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,545,8880,3540,12965,45377,31764,17502,Ultra-Heavy Royal Heritage Pattu
SKU-0431,Varanasi,North Silk-Cotton Mix,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,545,33900,3540,37985,132947,93063,51279,Ultra-Heavy Royal Heritage Pattu
SKU-0432,Varanasi,North Silk-Cotton Mix,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,545,1800,3210,5555,19442,13609,7499,Lightweight Dress Silk
SKU-0433,Varanasi,North Silk-Cotton Mix,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,545,765,3210,4520,15820,11074,6102,Lightweight Dress Silk
SKU-0434,Venkatagiri,South Jamdani Translucent,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,473,2001,3173,5647,19764,13835,7623,Lightweight Dress Silk
SKU-0435,Venkatagiri,South Jamdani Translucent,1024 Hooks,3G Gold Zari,17/19 D,21/23 D,55 Denier,35,49,94,14,318,473,1297,3173,4943,17300,12110,6673,Lightweight Dress Silk
SKU-0436,Venkatagiri,South Jamdani Translucent,1024 Hooks,5G Gold Zari,17/19 D,21/23 D,60 Denier,35,49,554,14,318,473,7645,3173,11291,39518,27662,15242,Lightweight Dress Silk
SKU-0437,Venkatagiri,South Jamdani Translucent,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,473,3146,3008,6627,23194,16236,8946,Standard Mid-Weight Saree
SKU-0438,Venkatagiri,South Jamdani Translucent,1534 Hooks,3G Gold Zari,18/20 D,22/24 D,60 Denier,37,51,148,20,454,473,2042,3008,5523,19330,13531,7456,Standard Mid-Weight Saree
SKU-0439,Venkatagiri,South Jamdani Translucent,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,473,12019,3008,15500,54250,37975,20925,Standard Mid-Weight Saree
SKU-0440,Venkatagiri,South Jamdani Translucent,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,473,6265,2925,9663,33820,23674,13045,Standard Mid-Weight Saree
SKU-0441,Venkatagiri,South Jamdani Translucent,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,473,8252,2953,11678,40873,28611,15765,Heavy Bridal Brocade
SKU-0442,Venkatagiri,South Jamdani Translucent,2688 Hooks,2G Gold Zari,20/22 D,24/26 D,65 Denier,41,56,394,31,725,473,5437,2953,8863,31020,21714,11965,Heavy Bridal Brocade
SKU-0443,Venkatagiri,South Jamdani Translucent,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,473,3546,2953,6972,24402,17081,9412,Heavy Bridal Brocade
SKU-0444,Venkatagiri,South Jamdani Translucent,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,473,20782,2953,24208,84728,59309,32680,Heavy Bridal Brocade
SKU-0445,Venkatagiri,South Jamdani Translucent,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,473,31188,3008,34669,121341,84939,46803,Ultra-Heavy Royal Heritage Pattu
SKU-0446,Venkatagiri,South Jamdani Translucent,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,473,1656,3229,5358,18753,13127,7233,Lightweight Dress Silk
SKU-0447,Venkatagiri,South Jamdani Translucent,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,473,703,3229,4405,15417,10792,5946,Lightweight Dress Silk
SKU-0448,Venkatagiri,South Jamdani Translucent,640 Hooks,5G Gold Zari,16/18 D,20/22 D,55 Denier,33,47,302,9,209,473,4167,3229,7869,27541,19279,10623,Lightweight Dress Silk
SKU-0449,Venkatagiri,South Soft Crepe Silk,1024 Hooks,2G Gold Zari,17/19 D,21/23 D,50 Denier,35,49,145,14,318,473,2001,3008,5482,19187,13430,7400,Lightweight Dress Silk
SKU-0450,Venkatagiri,South Soft Crepe Silk,1534 Hooks,1Gram Gold Zari,18/20 D,22/24 D,50 Denier,37,51,346,20,454,473,4774,2815,8062,28217,19751,10883,Standard Mid-Weight Saree
SKU-0451,Venkatagiri,South Soft Crepe Silk,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,473,3146,2815,6434,22519,15763,8685,Standard Mid-Weight Saree
SKU-0452,Venkatagiri,South Soft Crepe Silk,2400 Hooks,1Gram Gold Zari,19/21 D,23/25 D,55 Denier,39,53,454,25,571,473,6265,3284,10022,35077,24553,13529,Standard Mid-Weight Saree
SKU-0453,Venkatagiri,South Soft Crepe Silk,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,473,15787,3284,19544,68404,47882,26384,Standard Mid-Weight Saree
SKU-0454,Venkatagiri,South Soft Crepe Silk,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,473,20782,3118,24373,85305,59713,32903,Heavy Bridal Brocade
SKU-0455,Venkatagiri,South Soft Crepe Silk,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,473,12378,3091,15942,55797,39057,21521,Ultra-Heavy Royal Heritage Pattu
SKU-0456,Venkatagiri,South Soft Crepe Silk,5400 Hooks,3G Gold Zari,22/24 D,28/30 D,40 Denier,45,64,385,45,1051,473,5313,3091,8877,31069,21748,11983,Ultra-Heavy Royal Heritage Pattu
SKU-0457,Venkatagiri,South Soft Crepe Silk,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,473,1656,2898,5027,17594,12316,6786,Lightweight Dress Silk
SKU-0458,Yeola,Deccan Kasuti Silk,1024 Hooks,5G Gold Zari,17/19 D,21/23 D,60 Denier,35,49,554,14,318,475,7894,3391,11760,41160,28812,15876,Lightweight Dress Silk
SKU-0459,Yeola,Deccan Kasuti Silk,1534 Hooks,2G Gold Zari,18/20 D,22/24 D,55 Denier,37,51,228,20,454,475,3249,3078,6802,23807,16664,9182,Standard Mid-Weight Saree
SKU-0460,Yeola,Deccan Kasuti Silk,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,475,12411,3078,15964,55874,39111,21551,Standard Mid-Weight Saree
SKU-0461,Yeola,Deccan Kasuti Silk,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,475,8521,3106,12102,42357,29649,16337,Heavy Bridal Brocade
SKU-0462,Yeola,Deccan Kasuti Silk,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,475,3662,3106,7243,25350,17745,9778,Heavy Bridal Brocade
SKU-0463,Yeola,Deccan Kasuti Silk,2688 Hooks,5G Gold Zari,20/22 D,24/26 D,40 Denier,41,56,1506,31,725,475,21460,3106,25041,87643,61350,33805,Heavy Bridal Brocade
SKU-0464,Yeola,Deccan Kasuti Silk,5400 Hooks,1Gram Gold Zari,22/24 D,28/30 D,65 Denier,45,64,897,45,1051,475,12782,2850,16107,56374,39462,21744,Ultra-Heavy Royal Heritage Pattu
SKU-0465,Yeola,Deccan Kasuti Silk,5400 Hooks,2G Gold Zari,22/24 D,28/30 D,70 Denier,45,64,592,45,1051,475,8436,2850,11761,41163,28814,15877,Ultra-Heavy Royal Heritage Pattu
SKU-0466,Yeola,Deccan Kasuti Silk,5400 Hooks,3G Gold Zari,22/24 D,28/30 D,40 Denier,45,64,385,45,1051,475,5486,2850,8811,30838,21586,11894,Ultra-Heavy Royal Heritage Pattu
SKU-0467,Yeola,Deccan Kasuti Silk,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,475,32205,2850,35530,124355,87048,47965,Ultra-Heavy Royal Heritage Pattu
SKU-0468,Yeola,Deccan Kasuti Silk,640 Hooks,2G Gold Zari,16/18 D,20/22 D,45 Denier,33,47,79,9,209,475,1125,2964,4564,15974,11181,6161,Lightweight Dress Silk
SKU-0469,Yeola,South Tied-Dye Ikat,1024 Hooks,1Gram Gold Zari,17/19 D,21/23 D,45 Denier,35,49,220,14,318,513,3135,2964,6612,23142,16199,8926,Lightweight Dress Silk
SKU-0470,Yeola,South Tied-Dye Ikat,1534 Hooks,1Gram Gold Zari,18/20 D,22/24 D,50 Denier,37,51,346,20,454,513,4930,2935,8378,29323,20526,11310,Standard Mid-Weight Saree
SKU-0471,Yeola,South Tied-Dye Ikat,1534 Hooks,5G Gold Zari,18/20 D,22/24 D,65 Denier,37,51,871,20,454,513,12411,2935,15859,55506,38854,21409,Standard Mid-Weight Saree
SKU-0472,Yeola,South Tied-Dye Ikat,2400 Hooks,2G Gold Zari,19/21 D,23/25 D,60 Denier,39,53,299,25,571,513,4260,3391,8164,28574,20001,11021,Standard Mid-Weight Saree
SKU-0473,Yeola,South Tied-Dye Ikat,2400 Hooks,5G Gold Zari,19/21 D,23/25 D,70 Denier,39,53,1144,25,571,513,16302,3391,20206,70721,49504,27278,Standard Mid-Weight Saree
SKU-0474,Yeola,South Tied-Dye Ikat,2688 Hooks,1Gram Gold Zari,20/22 D,24/26 D,60 Denier,41,56,598,31,725,513,8521,3334,12368,43288,30301,16696,Heavy Bridal Brocade
SKU-0475,Yeola,South Tied-Dye Ikat,2688 Hooks,3G Gold Zari,20/22 D,24/26 D,70 Denier,41,56,257,31,725,513,3662,3334,7509,26281,18397,10137,Heavy Bridal Brocade
SKU-0476,Yeola,South Tied-Dye Ikat,5400 Hooks,3G Gold Zari,22/24 D,28/30 D,40 Denier,45,64,385,45,1051,513,5486,3078,9077,31769,22238,12253,Ultra-Heavy Royal Heritage Pattu
SKU-0477,Yeola,South Tied-Dye Ikat,5400 Hooks,5G Gold Zari,22/24 D,28/30 D,45 Denier,45,64,2260,45,1051,513,32205,3078,35796,125286,87700,48324,Ultra-Heavy Royal Heritage Pattu
SKU-0478,Yeola,South Tied-Dye Ikat,640 Hooks,1Gram Gold Zari,16/18 D,20/22 D,40 Denier,33,47,120,9,209,513,1710,2964,5187,18154,12708,7002,Lightweight Dress Silk
SKU-0479,Yeola,South Tied-Dye Ikat,640 Hooks,2G Gold Zari,16/18 D,20/22 D,45 Denier,33,47,79,9,209,513,1125,2964,4602,16107,11274,6212,Lightweight Dress Silk
SKU-0480,Yeola,South Tied-Dye Ikat,640 Hooks,3G Gold Zari,16/18 D,20/22 D,50 Denier,33,47,51,9,209,513,726,2964,4203,14710,10297,5674,Lightweight Dress Silk
